"datum","datensatz_id","publisher","datensatz_titel","anzahl_klicks","anzahl_besuchende"
"2024-06-07",2622,"are-kanton-zuerich","Nutzungsdichte im Kanton Zürich",1,1
"2024-06-07",298,"statistisches-amt-kanton-zuerich","Bevölkerung: Heimat Ausland [Pers.]",1,1
"2024-06-07",33,"statistisches-amt-kanton-zuerich","Bevölkerung nach 20 Altersklassen und Geschlecht",3,1
"2024-06-07",443,"statistisches-amt-kanton-zuerich","Abstimmungsempfehlungen von Kantonsrat und Regierungsrat des Kantons Zürich",1,1
"2024-06-07",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",1,1
"2024-06-07",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",3,3
"2024-06-07",50,"statistisches-amt-kanton-zuerich","Schweine [Anz.]",1,1
"2024-06-07",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",1,1
"2024-06-07",524,"bildungsstatistik-kanton-zuerich","Übersicht über alle Lernenden im Kanton Zürich ab 2000",1,1
"2024-06-07",525,"bildungsstatistik-kanton-zuerich","Lernende der Volksschule im Kanton Zürich nach Staatsangehörigkeit auf Ebene Schulgemeinde ab 2000",1,1
"2024-06-07",544,"oberjugendanwaltschaft-kanton-zuerich","Statistik der Jugendstrafrechtspflege des Kantons Zürich",1,1
"2024-06-07",607,"statistisches-amt-kanton-zuerich","Haushaltsformen gestern und heute",2,2
"2024-06-07",626,"statistisches-amt-kanton-zuerich","Kanton Zürich in Zahlen",4,2
"2024-06-07",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",1,1
"2024-06-07",672,"bildungsstatistik-kanton-zuerich","Maturitätsquoten im Kanton Zürich",1,1
"2024-06-07",68,"statistisches-amt-kanton-zuerich","Ausländeranteil [%]",1,1
"2024-06-07",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",5,3
"2024-06-07",708,"statistisches-amt-kanton-zuerich","Steuerstatistik zu juristischen Personen im Kanton Zürich",1,1
"2024-06-07",718,"kantonspolizei-kanton-zuerich","Polizeilich registrierte Verkehrsunfälle im Kanton Zürich seit 2011",1,1
"2024-06-07",728,"gesundheitsdirektion-kanton-zuerich","COVID_19 Abwassermonitoring im Kanton Zürich ab 30.05.2021 bis 02.05.2023",1,1
"2024-06-07",740,"statistisches-amt-kanton-zuerich","COVID_19 Gesellschaftsmonitoring des Kantons Zürich",1,1
"2024-06-06",1120,"are-kanton-zuerich","Bauzonen im Kanton Zürich",1,1
"2024-06-06",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",1,1
"2024-06-06",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",5,5
"2024-06-06",1202,"kantonspolizei-kanton-zuerich","Polizeiliche Kriminalstatistik (PKS) des Kantons Zürich",3,1
"2024-06-06",124,"statistisches-amt-kanton-zuerich","Statistisches Jahrbuch des Kantons Zürich",1,1
"2024-06-06",125,"statistisches-amt-kanton-zuerich","Vermögensverteilung",2,1
"2024-06-06",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",1,1
"2024-06-06",1281,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Gemeindebehördenwahlen im Kanton Zürich",1,1
"2024-06-06",1363,"awel-kanton-zuerich","Luftschadstoffemissionen im Kanton Zürich",1,1
"2024-06-06",1421,"handelsregisteramt-kanton-zuerich","Eintragungen im Handelsregister des Kantons Zürich",1,1
"2024-06-06",1583,"bildungsstatistik-kanton-zuerich","Lernende auf Sekundarstufe I im Kanton Zürich ab 2000",1,1
"2024-06-06",1642,"bildungsstatistik-kanton-zuerich","Lernende der Berufsbildung im Kanton Zürich ab 2000",8,2
"2024-06-06",1681,"awel-kanton-zuerich","Produktion von Wärme und Strom aus erneuerbaren Energieträgern im Kanton Zürich ab 2010",1,1
"2024-06-06",1742,"statistisches-amt-kanton-zuerich","Tagesregistereinträge zum Kanton Zürich und der Schweiz aus dem Zentralen Firmenindex (Zefix) des Bundes",3,3
"2024-06-06",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",3,3
"2024-06-06",204,"statistisches-amt-kanton-zuerich","Bevölkerung [Pers.]",1,1
"2024-06-06",2042,"kantonspolizei-kanton-zuerich","Anzahl Einbrüche nach Gemeinden des Kantons Zürich",1,1
"2024-06-06",2142,"stadt-winterthur","Stadtklimamessungen Winterthur",1,1
"2024-06-06",2182,"statistisches-amt-kanton-zuerich","Kantonsratswahlen: Wähleranteil Die Mitte [%]",1,1
"2024-06-06",2242,"ekz","Bruttolastgang elektrische Energie im Versorgungsgebiet der Elektrizitätswerke des Kantons Zürich",1,1
"2024-06-06",2262,"statistisches-amt-kanton-zuerich","Photovoltaik im Kanton Zürich",1,1
"2024-06-06",2282,"ima-kanton-zuerich","E-Ladestationen der kantonalen Verwaltung Zürich",1,1
"2024-06-06",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",1,1
"2024-06-06",233,"statistisches-amt-kanton-zuerich","Apotheken [Anz.]",1,1
"2024-06-06",2342,"statistisches-amt-kanton-zuerich","Mobilitätsverhalten der Zürcher Bevölkerung",1,1
"2024-06-06",2423,"awi-kanton-zuerich","Vergleich der Standortattraktivität des Kantons Zürich mit europäischen Regionen",1,1
"2024-06-06",2462,"awel-kanton-zuerich","Kurzzeitmessungen nichtionisierende Strahlung im Kanton Zürich",1,1
"2024-06-06",249,"statistisches-amt-kanton-zuerich","Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.]",2,1
"2024-06-06",2502,"statistisches-amt-kanton-zuerich","Anzahl Kantonsratssitze nach Wahlkreis",1,1
"2024-06-06",2522,"statistisches-amt-kanton-zuerich","Web Analytics des Datenkatalogs des Kantons Zürich",9,7
"2024-06-06",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",11,7
"2024-06-06",256,"statistisches-amt-kanton-zuerich","Demografische Alterung im Kanton Zürich",1,1
"2024-06-06",2562,"statistisches-amt-kanton-zuerich","Wärmebelastung der Bevölkerung im Kanton Zürich",6,4
"2024-06-06",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",6,5
"2024-06-06",2564,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Staatenkleingruppe",8,3
"2024-06-06",259,"statistisches-amt-kanton-zuerich","Lohnstudie Kanton Zürich",2,2
"2024-06-06",2602,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Wald pro Raumplanungsregion und Bezirk sowie gesamter Kanton ",4,2
"2024-06-06",2603,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Landwirtschaftsland pro Raumplanungsregion und Bezirk sowie gesamter Kanton",3,1
"2024-06-06",2604,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Staatenkleingruppe und Quartier",8,3
"2024-06-06",2605,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat, Geschlecht und Altersklasse",5,3
"2024-06-06",2622,"are-kanton-zuerich","Nutzungsdichte im Kanton Zürich",2,2
"2024-06-06",264,"statistisches-amt-kanton-zuerich","Babyboomer nicht mehr stärkste Jahrgänge",2,1
"2024-06-06",33,"statistisches-amt-kanton-zuerich","Bevölkerung nach 20 Altersklassen und Geschlecht",3,2
"2024-06-06",395,"statistisches-amt-kanton-zuerich","Jahresrechnungen der Körperschaften des Kantons Zürich",1,1
"2024-06-06",466,"staatsarchiv-kanton-zuerich","Zürcher Regierungsratsbeschlüsse des 19. und 20. Jahrhunderts",1,1
"2024-06-06",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",3,2
"2024-06-06",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",8,4
"2024-06-06",511,"statistisches-amt-kanton-zuerich","Frauenlöhne, Männerlöhne. Vollzeitlöhne, Teilzeitlöhne.",1,1
"2024-06-06",526,"bildungsstatistik-kanton-zuerich","Lernende der Mittelschulen im Kanton Zürich ab 2000",1,1
"2024-06-06",54,"statistisches-amt-kanton-zuerich","Privathaushalte Total [Anz.]",1,1
"2024-06-06",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",6,2
"2024-06-06",690,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Kantonsratswahlen",1,1
"2024-06-06",691,"statistisches-amt-kanton-zuerich","Vom Covid-19-Lockdown besonders betroffene Haushalte",1,1
"2024-06-06",693,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Nationalratswahlen",4,2
"2024-06-06",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",2,1
"2024-06-06",712,"staatsarchiv-kanton-zuerich","Erlasse der Zürcher Gesetzessammlung ab 1803",1,1
"2024-06-06",717,"statistisches-amt-kanton-zuerich","Bestandsmieten im Kanton Zürich",1,1
"2024-06-06",718,"kantonspolizei-kanton-zuerich","Polizeilich registrierte Verkehrsunfälle im Kanton Zürich seit 2011",2,2
"2024-06-06",723,"statistisches-amt-kanton-zuerich","Steuererträge nach Einkommens- und Vermögensklassen",2,2
"2024-06-06",728,"gesundheitsdirektion-kanton-zuerich","COVID_19 Abwassermonitoring im Kanton Zürich ab 30.05.2021 bis 02.05.2023",2,1
"2024-06-06",732,"staatsarchiv-kanton-zuerich","Zürcher Kantonsratsprotokolle des 19. und 20. Jahrhunderts",1,1
"2024-06-06",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",2,1
"2024-06-06",741,"fachstelle-ogd-kanton-zuerich","Leitlinien des Kantons Zürich für einfach nutzbare Behördendaten",2,1
"2024-06-06",75,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Wohnbauland pro Gemeinde",2,1
"2024-06-05",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",6,6
"2024-06-05",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",1,1
"2024-06-05",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",4,4
"2024-06-05",118,"statistisches-amt-kanton-zuerich","Schafe [Anz.]",3,1
"2024-06-05",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",5,5
"2024-06-05",1281,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Gemeindebehördenwahlen im Kanton Zürich",5,3
"2024-06-05",1282,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Gemeindeparlamentswahlen im Kanton Zürich",3,2
"2024-06-05",1421,"handelsregisteramt-kanton-zuerich","Eintragungen im Handelsregister des Kantons Zürich",4,3
"2024-06-05",1481,"stadt-winterthur","Bevölkerungswachstum der Stadt Winterthur ab 1985",4,3
"2024-06-05",1601,"stadt-winterthur","Wohnungsbestand und Anzahl Neubauwohnungen in der Stadt Winterthur ab 1981",1,1
"2024-06-05",1602,"stadt-winterthur","Wohnungsbestand nach Zimmerzahl und Quartier in der Stadt Winterthur ab 2015",1,1
"2024-06-05",163,"statistisches-amt-kanton-zuerich","Selbstfinanzierung [Fr./Einw.]",1,1
"2024-06-05",1681,"awel-kanton-zuerich","Produktion von Wärme und Strom aus erneuerbaren Energieträgern im Kanton Zürich ab 2010",1,1
"2024-06-05",1803,"awel-kanton-zuerich","Abfallmengen und Abfallgebühren in den Gemeinden im Kanton Zürich ab 2000",1,1
"2024-06-05",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",3,3
"2024-06-05",204,"statistisches-amt-kanton-zuerich","Bevölkerung [Pers.]",1,1
"2024-06-05",2282,"ima-kanton-zuerich","E-Ladestationen der kantonalen Verwaltung Zürich",1,1
"2024-06-05",2382,"awel-kanton-zuerich","Messdaten langjähriger Abgasmessungen im realen Fahrbetrieb mittels Remote Sensing (RSD)",1,1
"2024-06-05",2522,"statistisches-amt-kanton-zuerich","Web Analytics des Datenkatalogs des Kantons Zürich",2,1
"2024-06-05",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",4,4
"2024-06-05",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",9,6
"2024-06-05",2602,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Wald pro Raumplanungsregion und Bezirk sowie gesamter Kanton ",1,1
"2024-06-05",2622,"are-kanton-zuerich","Nutzungsdichte im Kanton Zürich",1,1
"2024-06-05",273,"statistisches-amt-kanton-zuerich","Wer kauft Immobilien?",1,1
"2024-06-05",345,"statistisches-amt-kanton-zuerich","Total Arbeitsstätten [Anz.]",1,1
"2024-06-05",38,"statistisches-amt-kanton-zuerich","Bevölkerung nach Heimat und Geschlecht",1,1
"2024-06-05",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",2,2
"2024-06-05",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",4,3
"2024-06-05",544,"oberjugendanwaltschaft-kanton-zuerich","Statistik der Jugendstrafrechtspflege des Kantons Zürich",2,1
"2024-06-05",610,"statistisches-amt-kanton-zuerich","Die Wahlentscheidung unter der Lupe",1,1
"2024-06-05",626,"statistisches-amt-kanton-zuerich","Kanton Zürich in Zahlen",2,1
"2024-06-05",692,"tiefbauamt-kanton-zuerich","Verkehrszähldaten motorisierter Individualverkehr MIV im Kanton Zürich",1,1
"2024-06-05",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",2,2
"2024-06-05",708,"statistisches-amt-kanton-zuerich","Steuerstatistik zu juristischen Personen im Kanton Zürich",2,2
"2024-06-04",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",4,4
"2024-06-04",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",3,1
"2024-06-04",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",8,3
"2024-06-04",125,"statistisches-amt-kanton-zuerich","Vermögensverteilung",2,2
"2024-06-04",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",1,1
"2024-06-04",1381,"stadt-winterthur","Altersstruktur der Stadt Winterthur",9,2
"2024-06-04",1421,"handelsregisteramt-kanton-zuerich","Eintragungen im Handelsregister des Kantons Zürich",1,1
"2024-06-04",1541,"statistisches-amt-kanton-zuerich","Ausländische Wohnbevölkerung mit Schutzstatus S im Kanton Zürich, 10-Jahres-Altersklassen und Geschlecht",1,1
"2024-06-04",1621,"stadt-winterthur","Beschäftigtendichte in der Stadt Winterthur ab 1995",1,1
"2024-06-04",1742,"statistisches-amt-kanton-zuerich","Tagesregistereinträge zum Kanton Zürich und der Schweiz aus dem Zentralen Firmenindex (Zefix) des Bundes",1,1
"2024-06-04",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",1,1
"2024-06-04",1803,"awel-kanton-zuerich","Abfallmengen und Abfallgebühren in den Gemeinden im Kanton Zürich ab 2000",1,1
"2024-06-04",1823,"stadt-winterthur","Beschäftigte der Stadt Winterthur",2,2
"2024-06-04",1863,"stadt-winterthur","Bruttolastgang elektrische Energie der Stadt Winterthur",1,1
"2024-06-04",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",6,5
"2024-06-04",1982,"afm-kanton-zuerich","Verkehrsnachfrage im ÖV, MIV und im Veloverkehr nach Gemeinden und Regionen im Kanton Zürich",1,1
"2024-06-04",2142,"stadt-winterthur","Stadtklimamessungen Winterthur",5,2
"2024-06-04",2183,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Kantonsratswahl 2023",1,1
"2024-06-04",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",5,4
"2024-06-04",2562,"statistisches-amt-kanton-zuerich","Wärmebelastung der Bevölkerung im Kanton Zürich",1,1
"2024-06-04",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",2,1
"2024-06-04",274,"statistisches-amt-kanton-zuerich","Die Handänderungsstatistik - eine Einführung",2,1
"2024-06-04",38,"statistisches-amt-kanton-zuerich","Bevölkerung nach Heimat und Geschlecht",1,1
"2024-06-04",466,"staatsarchiv-kanton-zuerich","Zürcher Regierungsratsbeschlüsse des 19. und 20. Jahrhunderts",1,1
"2024-06-04",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",1,1
"2024-06-04",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",2,2
"2024-06-04",563,"awel-kanton-zuerich","Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte",1,1
"2024-06-04",615,"statistisches-amt-kanton-zuerich","Fremdsprachen und Zuwanderung",2,1
"2024-06-04",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",1,1
"2024-06-04",668,"statistisches-amt-kanton-zuerich","Kundenbefragung Sommer- und Hallenbäder",1,1
"2024-06-04",672,"bildungsstatistik-kanton-zuerich","Maturitätsquoten im Kanton Zürich",2,2
"2024-06-04",683,"statistisches-amt-kanton-zuerich","Bestand Elektromotor [%]",1,1
"2024-06-04",692,"tiefbauamt-kanton-zuerich","Verkehrszähldaten motorisierter Individualverkehr MIV im Kanton Zürich",3,1
"2024-06-04",708,"statistisches-amt-kanton-zuerich","Steuerstatistik zu juristischen Personen im Kanton Zürich",1,1
"2024-06-04",718,"kantonspolizei-kanton-zuerich","Polizeilich registrierte Verkehrsunfälle im Kanton Zürich seit 2011",2,2
"2024-06-04",723,"statistisches-amt-kanton-zuerich","Steuererträge nach Einkommens- und Vermögensklassen",2,1
"2024-06-04",727,"statistisches-amt-kanton-zuerich","Immer attraktiver für Hochqualifizierte. Der Kanton Zürich im Geflecht der Migration innerhalb der Schweiz.",1,1
"2024-06-04",75,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Wohnbauland pro Gemeinde",1,1
"2024-06-04",76,"statistisches-amt-kanton-zuerich","Einkommensverteilung",1,1
"2024-06-03",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",1,1
"2024-06-03",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",4,3
"2024-06-03",125,"statistisches-amt-kanton-zuerich","Vermögensverteilung",2,2
"2024-06-03",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",2,2
"2024-06-03",1281,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Gemeindebehördenwahlen im Kanton Zürich",1,1
"2024-06-03",1341,"statistisches-amt-kanton-zuerich","Bevölkerungsbefragung im Kanton Zürich zur Zufriedenheit mit der Wohngemeinde ",1,1
"2024-06-03",1363,"awel-kanton-zuerich","Luftschadstoffemissionen im Kanton Zürich",2,1
"2024-06-03",1421,"handelsregisteramt-kanton-zuerich","Eintragungen im Handelsregister des Kantons Zürich",2,2
"2024-06-03",1541,"statistisches-amt-kanton-zuerich","Ausländische Wohnbevölkerung mit Schutzstatus S im Kanton Zürich, 10-Jahres-Altersklassen und Geschlecht",4,3
"2024-06-03",1722,"statistisches-amt-kanton-zuerich","Anteil Gemeinnützige Wohnungen in Gemeinden des Kantons Zürich [%]",1,1
"2024-06-03",1823,"stadt-winterthur","Beschäftigte der Stadt Winterthur",1,1
"2024-06-03",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",4,4
"2024-06-03",1922,"statistisches-amt-kanton-zuerich","Aus- und Einzugsmieten im Kanton Zürich",1,1
"2024-06-03",2202,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Nationalratswahl 2023",2,1
"2024-06-03",2342,"statistisches-amt-kanton-zuerich","Mobilitätsverhalten der Zürcher Bevölkerung",1,1
"2024-06-03",2522,"statistisches-amt-kanton-zuerich","Web Analytics des Datenkatalogs des Kantons Zürich",2,1
"2024-06-03",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",1,1
"2024-06-03",2622,"are-kanton-zuerich","Nutzungsdichte im Kanton Zürich",1,1
"2024-06-03",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",1,1
"2024-06-03",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",7,6
"2024-06-03",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",1,1
"2024-06-03",524,"bildungsstatistik-kanton-zuerich","Übersicht über alle Lernenden im Kanton Zürich ab 2000",5,1
"2024-06-03",525,"bildungsstatistik-kanton-zuerich","Lernende der Volksschule im Kanton Zürich nach Staatsangehörigkeit auf Ebene Schulgemeinde ab 2000",1,1
"2024-06-03",615,"statistisches-amt-kanton-zuerich","Fremdsprachen und Zuwanderung",1,1
"2024-06-03",62,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession",4,2
"2024-06-03",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",3,2
"2024-06-03",636,"statistisches-amt-kanton-zuerich","Demografie wirkt sich auf Zürcher Kirchen aus",2,1
"2024-06-03",672,"bildungsstatistik-kanton-zuerich","Maturitätsquoten im Kanton Zürich",3,2
"2024-06-03",68,"statistisches-amt-kanton-zuerich","Ausländeranteil [%]",2,2
"2024-06-03",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",2,2
"2024-06-03",710,"gesundheitsdirektion-kanton-zuerich","COVID_19 Sterbeorte Kanton Zürich pro Tag ab 15.03.2020",1,1
"2024-06-03",718,"kantonspolizei-kanton-zuerich","Polizeilich registrierte Verkehrsunfälle im Kanton Zürich seit 2011",1,1
"2024-06-03",723,"statistisches-amt-kanton-zuerich","Steuererträge nach Einkommens- und Vermögensklassen",2,1
"2024-06-03",724,"statistisches-amt-kanton-zuerich","Demografie schmälert Mitgliederzahl der Zürcher Kirchen",3,2
"2024-06-03",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",1,1
"2024-06-03",75,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Wohnbauland pro Gemeinde",3,3
"2024-06-02",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",2,1
"2024-06-02",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",1,1
"2024-06-02",125,"statistisches-amt-kanton-zuerich","Vermögensverteilung",1,1
"2024-06-02",1481,"stadt-winterthur","Bevölkerungswachstum der Stadt Winterthur ab 1985",1,1
"2024-06-02",151,"statistisches-amt-kanton-zuerich","Generalisierte politische Gemeinden des Kantons Zürich",2,1
"2024-06-02",1601,"stadt-winterthur","Wohnungsbestand und Anzahl Neubauwohnungen in der Stadt Winterthur ab 1981",2,1
"2024-06-02",1922,"statistisches-amt-kanton-zuerich","Aus- und Einzugsmieten im Kanton Zürich",1,1
"2024-06-02",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",1,1
"2024-06-02",265,"statistisches-amt-kanton-zuerich","Vermögensentwicklung und -mobilität",2,1
"2024-06-02",270,"statistisches-amt-kanton-zuerich","Zürcher Immobilienhandel",3,1
"2024-06-02",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",3,2
"2024-06-02",563,"awel-kanton-zuerich","Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte",2,1
"2024-06-02",583,"fachstelle-ogd-kanton-zuerich","Designprinzipien für Behörden",1,1
"2024-06-02",690,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Kantonsratswahlen",3,1
"2024-06-02",717,"statistisches-amt-kanton-zuerich","Bestandsmieten im Kanton Zürich",5,1
"2024-06-02",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",1,1
"2024-06-01",1120,"are-kanton-zuerich","Bauzonen im Kanton Zürich",2,1
"2024-06-01",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",5,3
"2024-06-01",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",2,1
"2024-06-01",123,"statistisches-amt-kanton-zuerich","Ständige ausländische Wohnbevölkerung nach Staatsangehörigkeit (2016 - 2018)",1,1
"2024-06-01",1421,"handelsregisteramt-kanton-zuerich","Eintragungen im Handelsregister des Kantons Zürich",1,1
"2024-06-01",1601,"stadt-winterthur","Wohnungsbestand und Anzahl Neubauwohnungen in der Stadt Winterthur ab 1981",2,2
"2024-06-01",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",1,1
"2024-06-01",190,"statistisches-amt-kanton-zuerich","Steuerbares Vermögen natürliche Pers. [Mio.Fr.]",1,1
"2024-06-01",2382,"awel-kanton-zuerich","Messdaten langjähriger Abgasmessungen im realen Fahrbetrieb mittels Remote Sensing (RSD)",1,1
"2024-06-01",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",2,1
"2024-06-01",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",3,1
"2024-06-01",490,"statistisches-amt-kanton-zuerich","Gemeindebenchmarking Zu- und Wegzugsbefragung",1,1
"2024-06-01",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",1,1
"2024-06-01",514,"statistisches-amt-kanton-zuerich","Soziale Durchmischung in den Gemeinden angestiegen",1,1
"2024-06-01",544,"oberjugendanwaltschaft-kanton-zuerich","Statistik der Jugendstrafrechtspflege des Kantons Zürich",1,1
"2024-06-01",618,"statistisches-amt-kanton-zuerich","Heirat und Partnerschaft",2,1
"2024-06-01",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",1,1
"2024-06-01",678,"statistisches-amt-kanton-zuerich","Motorrad-Neuzulassungen [Anz.]",1,1
"2024-06-01",694,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Regierungsratswahlen",1,1
"2024-06-01",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",1,1
"2024-06-01",724,"statistisches-amt-kanton-zuerich","Demografie schmälert Mitgliederzahl der Zürcher Kirchen",1,1
"2024-06-01",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",1,1
"2024-05-31",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",1,1
"2024-05-31",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",1,1
"2024-05-31",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",3,1
"2024-05-31",125,"statistisches-amt-kanton-zuerich","Vermögensverteilung",1,1
"2024-05-31",126,"statistisches-amt-kanton-zuerich","Wanderungsbilanz nach Heimat",4,1
