"datum","datensatz_id","publisher","datensatz_titel","anzahl_klicks","anzahl_besuchende"
"2024-01-18",1301,"fachstelle-ogd-kanton-zuerich","Bestandsdaten zum Kanton Zürich aus dem Zentralen Firmenindex (Zefix) des Bundes",2,1
"2024-01-18",1421,"handelsregisteramt-kanton-zuerich","Eintragungen im Handelsregister des Kantons Zürich",2,2
"2024-01-18",1462,"statistisches-amt-kanton-zuerich","Unbezahlte Arbeit im Kanton Zürich",1,1
"2024-01-18",1541,"statistisches-amt-kanton-zuerich","Ausländische Wohnbevölkerung mit Schutzstatus S im Kanton Zürich, 10-Jahres-Altersklassen und Geschlecht",1,1
"2024-01-18",1742,"statistisches-amt-kanton-zuerich","Tagesregistereinträge zum Kanton Zürich und der Schweiz aus dem Zentralen Firmenindex (Zefix) des Bundes",7,4
"2024-01-18",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",1,1
"2024-01-18",1803,"awel-kanton-zuerich","Abfallmengen und Abfallgebühren in den Gemeinden im Kanton Zürich ab 2000",3,1
"2024-01-18",1863,"stadt-winterthur","Bruttolastgang elektrische Energie der Stadt Winterthur",1,1
"2024-01-18",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",1,1
"2024-01-18",2022,"fachstelle-ogd-kanton-zuerich","Gebäude und Wohnungen im Kanton Zürich",1,1
"2024-01-18",204,"statistisches-amt-kanton-zuerich","Bevölkerung [Pers.]",2,2
"2024-01-18",2202,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Nationalratswahl 2023",2,2
"2024-01-18",2242,"ekz","Bruttolastgang elektrische Energie im Versorgungsgebiet der Elektrizitätswerke des Kantons Zürich",9,2
"2024-01-18",2262,"statistisches-amt-kanton-zuerich","Photovoltaik im Kanton Zürich",2,1
"2024-01-18",2342,"statistisches-amt-kanton-zuerich","Mobilitätsverhalten der Zürcher Bevölkerung",6,2
"2024-01-18",2363,"statistisches-amt-kanton-zuerich","Nationalratswahlen: Wähleranteil Übrige [%]",1,1
"2024-01-18",2382,"awel-kanton-zuerich","Messdaten langjähriger Abgasmessungen im realen Fahrbetrieb mittels Remote Sensing (RSD)",2,2
"2024-01-18",2423,"awi-kanton-zuerich","Vergleich der Standortattraktivität des Kantons Zürich mit europäischen Regionen",6,3
"2024-01-18",2463,"statistisches-amt-kanton-zuerich","Nationalratswahlen: Wähleranteil CSP [%]",1,1
"2024-01-18",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",2,2
"2024-01-18",256,"statistisches-amt-kanton-zuerich","Demografische Alterung im Kanton Zürich",1,1
"2024-01-18",283,"statistisches-amt-kanton-zuerich","Bevölkerung: Männer [Pers.]",1,1
"2024-01-18",295,"statistisches-amt-kanton-zuerich","Sozialhilfequote [%]",1,1
"2024-01-18",33,"statistisches-amt-kanton-zuerich","Bevölkerung nach 20 Altersklassen und Geschlecht",1,1
"2024-01-18",346,"statistisches-amt-kanton-zuerich","Total Beschäftigte [Anz.]",1,1
"2024-01-18",413,"statistisches-amt-kanton-zuerich","Steuerfuss (ohne Kirchen) [%]",1,1
"2024-01-18",434,"statistisches-amt-kanton-zuerich","Teilzeitarbeit boomt",3,1
"2024-01-18",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",3,1
"2024-01-18",493,"statistisches-amt-kanton-zuerich","Strukturwandel in der Zürcher Landwirtschaft",3,1
"2024-01-18",497,"statistisches-amt-kanton-zuerich","«Kinderbetreuung Ja» - aber mit Vorbehalten",1,1
"2024-01-18",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",2,2
"2024-01-18",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",2,2
"2024-01-18",504,"statistisches-amt-kanton-zuerich","Regionalisierte Bevölkerungsprognosen für den Kanton Zürich 2010",2,1
"2024-01-18",563,"awel-kanton-zuerich","Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte",1,1
"2024-01-18",615,"statistisches-amt-kanton-zuerich","Fremdsprachen und Zuwanderung",1,1
"2024-01-18",62,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession",1,1
"2024-01-18",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",1,1
"2024-01-18",636,"statistisches-amt-kanton-zuerich","Demografie wirkt sich auf Zürcher Kirchen aus",1,1
"2024-01-18",672,"bildungsstatistik-kanton-zuerich","Maturitätsquoten im Kanton Zürich",1,1
"2024-01-18",693,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Nationalratswahlen",4,3
"2024-01-18",73,"statistisches-amt-kanton-zuerich","Effektive Preise für Wohnbauland im Kanton Zürich",2,1
"2024-01-18",740,"statistisches-amt-kanton-zuerich","COVID_19 Gesellschaftsmonitoring des Kantons Zürich",1,1
"2024-01-18",75,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Wohnbauland pro Gemeinde seit 1974",2,2
"2024-01-17",100,"statistisches-amt-kanton-zuerich","Bevölkerung: Anteil 15-19-Jährige [%]",1,1
"2024-01-17",1120,"are-kanton-zuerich","Bauzonen im Kanton Zürich",3,1
"2024-01-17",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",2,2
"2024-01-17",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",1,1
"2024-01-17",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität ",8,4
"2024-01-17",119,"statistisches-amt-kanton-zuerich","Quartalsbericht Immobilienmarkt",1,1
"2024-01-17",124,"statistisches-amt-kanton-zuerich","Statistisches Jahrbuch des Kantons Zürich",1,1
"2024-01-17",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",2,2
"2024-01-17",1281,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Gemeindebehördenwahlen im Kanton Zürich",1,1
"2024-01-17",1321,"personalamt-kanton-zuerich","Personal- und Lohnstatistik der Direktionen und der Staatskanzlei des Kantons Zürich ab 2020",4,2
"2024-01-17",1362,"gesundheitsdirektion-kanton-zuerich","Trinkwasserqualität im Kanton Zürich nach Gemeinden und Verteilzonen",1,1
"2024-01-17",1461,"fachstelle-ogd-kanton-zuerich","Web Service des Metadatenkatalogs des Kantons Zürich",1,1
"2024-01-17",1541,"statistisches-amt-kanton-zuerich","Ausländische Wohnbevölkerung mit Schutzstatus S im Kanton Zürich, 10-Jahres-Altersklassen und Geschlecht",1,1
"2024-01-17",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",1,1
"2024-01-17",1803,"awel-kanton-zuerich","Abfallmengen und Abfallgebühren in den Gemeinden im Kanton Zürich ab 2000",2,2
"2024-01-17",1823,"stadt-winterthur","Beschäftigte der Stadt Winterthur",1,1
"2024-01-17",1842,"statistisches-amt-kanton-zuerich","Firmenkonkurse und -gründungen im Zeichen von Corona",1,1
"2024-01-17",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",5,3
"2024-01-17",1922,"statistisches-amt-kanton-zuerich","Aus- und Einzugsmieten im Kanton Zürich",1,1
"2024-01-17",2022,"fachstelle-ogd-kanton-zuerich","Gebäude und Wohnungen im Kanton Zürich",3,3
"2024-01-17",2063,"fachstelle-ogd-kanton-zuerich","Trinkwasserqualität im Kanton Zürich nach Gemeinden und Verteilzonen (Selbstkontrolle der Wasserversorgungen)",3,1
"2024-01-17",2142,"stadt-winterthur","Stadtklimamessungen Winterthur",1,1
"2024-01-17",2202,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Nationalratswahl 2023",1,1
"2024-01-17",228,"statistisches-amt-kanton-zuerich","Wohnungsbestand [Whg.]",2,2
"2024-01-17",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",1,1
"2024-01-17",232,"statistisches-amt-kanton-zuerich","Neuerstellte Wohnungen [Whg.]",1,1
"2024-01-17",2342,"statistisches-amt-kanton-zuerich","Mobilitätsverhalten der Zürcher Bevölkerung",2,1
"2024-01-17",2502,"statistisches-amt-kanton-zuerich","Anzahl Kantonsratssitze nach Wahlkreis",1,1
"2024-01-17",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",8,5
"2024-01-17",259,"statistisches-amt-kanton-zuerich","Lohnstudie Kanton Zürich",2,2
"2024-01-17",33,"statistisches-amt-kanton-zuerich","Bevölkerung nach 20 Altersklassen und Geschlecht",1,1
"2024-01-17",34,"statistisches-amt-kanton-zuerich","Verkäufe MFH [Anz.]",1,1
"2024-01-17",393,"statistisches-amt-kanton-zuerich","Unfälle [pro 1000 Einw.]",1,1
"2024-01-17",462,"statistisches-amt-kanton-zuerich","Wachstum, wo gebaut wird",1,1
"2024-01-17",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",1,1
"2024-01-17",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",1,1
"2024-01-17",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",2,2
"2024-01-17",535,"statistisches-amt-kanton-zuerich","Frauenlöhne, Männerlöhne.",1,1
"2024-01-17",541,"statistisches-amt-kanton-zuerich","Lohnentwicklung bei hochqualifizierten Arbeitskräften.",1,1
"2024-01-17",58,"statistisches-amt-kanton-zuerich","Hotels [Anz.]",3,1
"2024-01-17",601,"statistisches-amt-kanton-zuerich","Ausländer auf dem Zürcher Arbeitsmarkt",1,1
"2024-01-17",607,"statistisches-amt-kanton-zuerich","Haushaltsformen gestern und heute",3,1
"2024-01-17",611,"statistisches-amt-kanton-zuerich","Die Zürcher Abstimmungslandschaft",3,1
"2024-01-17",622,"statistisches-amt-kanton-zuerich","Die Wahrnehmung der migrationsbedingten Vielfalt",1,1
"2024-01-17",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",1,1
"2024-01-17",633,"statistisches-amt-kanton-zuerich","Altersstruktur und Steuerertrag",1,1
"2024-01-17",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",3,1
"2024-01-17",714,"statistisches-amt-kanton-zuerich","Abstimmungsarchiv des Kantons Zürich ab 1831",1,1
"2024-01-17",732,"staatsarchiv-kanton-zuerich","Zürcher Kantonsratsprotokolle des 19. und 20. Jahrhunderts",1,1
"2024-01-17",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",1,1
"2024-01-17",76,"statistisches-amt-kanton-zuerich","Einkommensverteilung",1,1
"2024-01-17",98,"statistisches-amt-kanton-zuerich","Bevölkerung: Anteil 0-14-Jährige [%]",6,1
"2024-01-16",106,"statistisches-amt-kanton-zuerich","Bevölkerung: Anteil 65-79-Jährige [%]",2,1
"2024-01-16",114,"statistisches-amt-kanton-zuerich","Bevölkerung: reformiert [Pers.]",1,1
"2024-01-16",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",7,4
"2024-01-16",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",3,3
"2024-01-16",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität ",5,3
"2024-01-16",119,"statistisches-amt-kanton-zuerich","Quartalsbericht Immobilienmarkt",1,1
"2024-01-16",1281,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Gemeindebehördenwahlen im Kanton Zürich",3,1
"2024-01-16",1282,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Gemeindeparlamentswahlen im Kanton Zürich",1,1
"2024-01-16",1321,"personalamt-kanton-zuerich","Personal- und Lohnstatistik der Direktionen und der Staatskanzlei des Kantons Zürich ab 2020",18,2
"2024-01-16",1582,"bildungsstatistik-kanton-zuerich","Lernende der Volksschule im Kanton Zürich nach Staatsangehörigkeit ab 2000",1,1
"2024-01-16",1601,"stadt-winterthur","Wohnungsbestand und Anzahl Neubauwohnungen in der Stadt Winterthur ab 1981",1,1
"2024-01-16",1602,"stadt-winterthur","Wohnungsbestand nach Zimmerzahl und Quartier in der Stadt Winterthur ab 2020",1,1
"2024-01-16",1642,"bildungsstatistik-kanton-zuerich","Lernende der Berufsbildung im Kanton Zürich ab 2000",5,1
"2024-01-16",1742,"statistisches-amt-kanton-zuerich","Tagesregistereinträge zum Kanton Zürich und der Schweiz aus dem Zentralen Firmenindex (Zefix) des Bundes",2,1
"2024-01-16",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",1,1
"2024-01-16",1803,"awel-kanton-zuerich","Abfallmengen und Abfallgebühren in den Gemeinden im Kanton Zürich ab 2000",1,1
"2024-01-16",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",4,2
"2024-01-16",1922,"statistisches-amt-kanton-zuerich","Aus- und Einzugsmieten im Kanton Zürich",1,1
"2024-01-16",2022,"fachstelle-ogd-kanton-zuerich","Gebäude und Wohnungen im Kanton Zürich",1,1
"2024-01-16",206,"statistisches-amt-kanton-zuerich","Altersquotient [%]",3,1
"2024-01-16",2183,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Kantonsratswahl 2023",1,1
"2024-01-16",2203,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Ständeratswahl 2023",1,1
"2024-01-16",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",1,1
"2024-01-16",2322,"statistisches-amt-kanton-zuerich","Betriebslandschaft im Kanton Zürich mit dem Bestand und den Umzügen nach Branchen, Gemeinden und anderen Kantonen",1,1
"2024-01-16",2342,"statistisches-amt-kanton-zuerich","Mobilitätsverhalten der Zürcher Bevölkerung",1,1
"2024-01-16",2423,"awi-kanton-zuerich","Vergleich der Standortattraktivität des Kantons Zürich mit europäischen Regionen",2,2
"2024-01-16",2442,"awel-kanton-zuerich","Deponiestatistik des Kantons Zürich",1,1
"2024-01-16",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",6,3
"2024-01-16",255,"statistisches-amt-kanton-zuerich","Bodenpreise für die Zürcher Gemeinden",1,1
"2024-01-16",270,"statistisches-amt-kanton-zuerich","Zürcher Immobilienhandel",1,1
"2024-01-16",271,"statistisches-amt-kanton-zuerich","Abseits der Märkte für Bauland",1,1
"2024-01-16",287,"statistisches-amt-kanton-zuerich","Zürcher Immobilienpreise",2,1
"2024-01-16",33,"statistisches-amt-kanton-zuerich","Bevölkerung nach 20 Altersklassen und Geschlecht",2,2
"2024-01-16",38,"statistisches-amt-kanton-zuerich","Bevölkerung nach Heimat und Geschlecht",3,1
"2024-01-16",464,"statistisches-amt-kanton-zuerich","Immer mehr Hochqualifizierte",1,1
"2024-01-16",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",1,1
"2024-01-16",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",2,2
"2024-01-16",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",4,4
"2024-01-16",525,"bildungsstatistik-kanton-zuerich","Lernende der Volksschule im Kanton Zürich nach Staatsangehörigkeit auf Ebene Schulgemeinde ab 2000",1,1
"2024-01-16",563,"awel-kanton-zuerich","Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte",1,1
"2024-01-16",672,"bildungsstatistik-kanton-zuerich","Maturitätsquoten im Kanton Zürich",2,2
"2024-01-16",690,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Kantonsratswahlen",3,1
"2024-01-16",692,"tiefbauamt-kanton-zuerich","Verkehrszähldaten motorisierter Individualverkehr MIV im Kanton Zürich",1,1
"2024-01-16",693,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Nationalratswahlen",1,1
"2024-01-16",694,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Regierungsratswahlen",2,1
"2024-01-16",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",4,2
"2024-01-16",714,"statistisches-amt-kanton-zuerich","Abstimmungsarchiv des Kantons Zürich ab 1831",3,1
"2024-01-16",732,"staatsarchiv-kanton-zuerich","Zürcher Kantonsratsprotokolle des 19. und 20. Jahrhunderts",2,1
"2024-01-16",77,"statistisches-amt-kanton-zuerich","Freihandverkäufe von Immobilien inkl. Medianpreisen seit 2007 ",1,1
"2024-01-15",1,"statistisches-amt-kanton-zuerich","Kapitaldienstanteil [%]",1,1
"2024-01-15",1120,"are-kanton-zuerich","Bauzonen im Kanton Zürich",1,1
"2024-01-15",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",5,5
"2024-01-15",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",2,2
"2024-01-15",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität ",5,4
"2024-01-15",121,"statistisches-amt-kanton-zuerich","Staatssteuerstatistik 1995-1999",1,1
"2024-01-15",125,"statistisches-amt-kanton-zuerich","Vermögensverteilung",1,1
"2024-01-15",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",6,5
"2024-01-15",1363,"awel-kanton-zuerich","Luftschadstoffemissionen im Kanton Zürich",1,1
"2024-01-15",139,"statistisches-amt-kanton-zuerich","Steuerkraft berichtigt pro Kopf [Fr.]",2,2
"2024-01-15",1401,"finanzverwaltung-kanton-zuerich","Staatsquote des Kantons Zürich",1,1
"2024-01-15",147,"statistisches-amt-kanton-zuerich","Motorräder pro 1000 Einwohner [Anz.]",2,1
"2024-01-15",1541,"statistisches-amt-kanton-zuerich","Ausländische Wohnbevölkerung mit Schutzstatus S im Kanton Zürich, 10-Jahres-Altersklassen und Geschlecht",1,1
"2024-01-15",1581,"bildungsstatistik-kanton-zuerich","Lernende der Volksschule im Kanton Zürich nach Erstsprache (Deutsch/nicht Deutsch) ab 2000",1,1
"2024-01-15",1582,"bildungsstatistik-kanton-zuerich","Lernende der Volksschule im Kanton Zürich nach Staatsangehörigkeit ab 2000",2,2
"2024-01-15",1722,"statistisches-amt-kanton-zuerich","Anteil Gemeinnützige Wohnungen in Gemeinden des Kantons Zürich [%]",2,1
"2024-01-15",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",1,1
"2024-01-15",1803,"awel-kanton-zuerich","Abfallmengen und Abfallgebühren in den Gemeinden im Kanton Zürich ab 2000",2,1
"2024-01-15",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",1,1
"2024-01-15",191,"statistisches-amt-kanton-zuerich","Steuerkraft berichtigt [Mio.Fr.]",4,3
"2024-01-15",197,"statistisches-amt-kanton-zuerich","Steuerkraft ber. (arith. Mittel 3 Jahre) [Mio.Fr.]",1,1
"2024-01-15",1982,"afm-kanton-zuerich","Verkehrsnachfrage im ÖV, MIV und im Veloverkehr nach Gemeinden und Regionen im Kanton Zürich",1,1
"2024-01-15",2022,"fachstelle-ogd-kanton-zuerich","Gebäude und Wohnungen im Kanton Zürich",4,4
"2024-01-15",204,"statistisches-amt-kanton-zuerich","Bevölkerung [Pers.]",2,1
"2024-01-15",2102,"awel-kanton-zuerich","Fahrzeugflotte der kantonalen Verwaltung Zürich",2,1
"2024-01-15",2142,"stadt-winterthur","Stadtklimamessungen Winterthur",1,1
"2024-01-15",2203,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Ständeratswahl 2023",1,1
"2024-01-15",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",4,1
"2024-01-15",2322,"statistisches-amt-kanton-zuerich","Betriebslandschaft im Kanton Zürich mit dem Bestand und den Umzügen nach Branchen, Gemeinden und anderen Kantonen",2,1
"2024-01-15",2423,"awi-kanton-zuerich","Vergleich der Standortattraktivität des Kantons Zürich mit europäischen Regionen",10,5
"2024-01-15",2442,"awel-kanton-zuerich","Deponiestatistik des Kantons Zürich",1,1
"2024-01-15",2483,"statistisches-amt-kanton-zuerich","Kantonsratswahlen: Wähleranteil Übrige [%]",1,1
"2024-01-15",2502,"statistisches-amt-kanton-zuerich","Anzahl Kantonsratssitze nach Wahlkreis",3,3
"2024-01-15",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",13,6
"2024-01-15",273,"statistisches-amt-kanton-zuerich","Wer kauft Immobilien?",2,2
"2024-01-15",300,"statistisches-amt-kanton-zuerich","Steuerkraft (arith. Mittel 3 Jahre) [Mio.Fr.]",1,1
"2024-01-15",308,"statistisches-amt-kanton-zuerich","Heiraten [pro 1000 Einw.]",3,1
"2024-01-15",309,"statistisches-amt-kanton-zuerich","Scheidungen [Anz.]",3,1
"2024-01-15",33,"statistisches-amt-kanton-zuerich","Bevölkerung nach 20 Altersklassen und Geschlecht",3,1
"2024-01-15",38,"statistisches-amt-kanton-zuerich","Bevölkerung nach Heimat und Geschlecht",2,2
